TRDE_CD,VSL_SVCE_LANE_CD,VSL_CD,SCH_VOY_NR,SCH_DIR_CD,BSA_EFCT_FM_DT,TEU_CAPA,RF_CAPA
NET,FP1,OHST,0059,E,2025/02/27 12:00:00,8200,800
WAT,NCI,OEAT,0081,W,2025/05/09 22:00:00,1000,100
NET,FP1,ONZT,0058,W,2025/02/26 14:00:00,8200,800
TPT,EC3,OTNT,0042,E,2025/06/14 05:00:00,12500,800
TAT,AT2,BRNT,0017,W,2025/06/16 19:00:00,5800,347
TAT,AT2,BRNT,0017,E,2025/07/05 07:00:00,5800,347
NET,FP1,OHRT,0099,E,2025/01/16 12:00:00,8200,800
NET,FP1,HKGT,0085,E,2025/03/06 12:00:00,8200,800
EAT,CTP,BSKT,0888,S,2025/02/10 10:00:00,2000,200
LWT,AX3,SCNT,2512,E,2025/03/22 04:00:00,8900,1000
LWT,AX3,SSBT,2515,W,2025/05/21 03:00:00,8900,1000
OCT,AUE,WHOT,0040,N,2025/06/16 20:30:00,4700,380
OCT,AUE,ARET,0112,S,2025/04/23 14:00:00,4200,380
LET,SX1,OZAT,2519,E,2025/06/23 06:00:00,9150,1400
LWT,AX3,DOAT,2514,E,2025/04/05 04:00:00,8900,1000
TPT,EC1,ONNT,0061,E,2025/05/31 05:00:00,7500,630
TPT,EC1,ONNT,0060,W,2025/04/13 17:30:00,7500,630
NET,FP2,MXPT,0088,E,2025/03/10 17:00:00,3600,350
EAT,JSM,DIAT,0345,S,2025/05/03 09:00:00,1000,100
EAT,JSM,APRT,0275,S,2025/06/14 09:00:00,1000,100
IET,PLS,LAAT,0010,N,2025/03/23 06:00:00,1000,0
IET,PLS,LAAT,0011,N,2025/03/26 07:00:00,1000,0
TPT,EC3,OTNT,0042,W,2025/08/03 04:30:00,12500,800
TPT,EC3,OMNT,0026,W,2025/07/06 04:30:00,12500,800
EAT,JSM,BSKT,0003,N,2025/05/10 21:00:00,1000,100
EAT,JID,SIKT,0004,N,2025/05/24 18:00:00,1000,100
EAT,JT1,XLHT,2508,S,2025/03/26 22:00:00,2200,200
TAT,AT2,OTRT,0113,W,2025/04/05 12:00:00,5800,347
NET,FP1,HSMT,0086,W,2025/05/20 06:30:00,8200,800
MET,MS2,OFUT,0003,W,2025/02/16 08:00:00,13500,1300
EAT,JV2,YPLT,1026,S,2025/10/29 15:00:00,2000,250
TPT,EC1,SEYT,2520,W,2025/05/25 17:30:00,10000,1000
EAT,JID,VTAT,0141,S,2025/06/21 05:00:00,1000,100
EAT,JID,VTAT,0136,N,2025/02/15 05:00:00,1000,100
EAT,JT1,XLHT,2507,N,2025/03/16 12:00:00,2200,200
TAT,AT2,MPFT,0245,W,2025/03/22 12:00:00,5800,347
OCT,AUN,AEIT,0516,S,2025/04/18 08:00:00,5400,400
OCT,AUN,WAHT,0517,S,2025/04/25 08:00:00,5400,400
EAT,JPH,TDNT,0023,N,2025/04/24 21:00:00,1000,100
EAT,JV2,ARGT,0266,N,2025/11/15 21:00:00,2000,250
EAT,JID,NGOT,0015,N,2025/03/11 15:00:00,1000,100
EAT,SMM,FLNT,0940,N,2025/05/22 17:00:00,900,135
EAT,PH3,SEUT,0040,W,2025/06/27 09:00:00,860,100
OCT,AUN,WAHT,0524,S,2025/06/13 08:00:00,5400,400
IET,PLS,LAAT,0009,N,2025/03/19 08:00:00,1000,100
MET,MS2,UERT,0007,E,2025/02/20 10:00:00,13500,1300
EAT,JID,SIKT,0007,N,2025/08/30 18:00:00,1000,100
EAT,JK1,CNFT,0225,E,2025/07/30 13:00:00,900,90
NET,FE4,ZEUT,0016,E,2025/07/04 12:00:00,13500,1000
EAT,JT1,OTTT,0516,N,2025/08/24 12:00:00,2050,350
EAT,JT1,XCLT,0317,S,2025/10/01 22:00:00,2200,200
EAT,JT1,XCLT,0313,N,2025/07/20 12:00:00,2200,200
EAT,JT1,XCLT,0316,S,2025/09/10 22:00:00,2200,200
EAT,JK2,ICLT,0174,W,2025/08/20 08:00:00,25,10
EAT,JPH,GCLT,0128,N,2025/04/03 07:00:00,1950,240
EAT,JT1,XCLT,0314,S,2025/07/30 22:00:00,2200,200
EAT,JPH,GCLT,0128,S,2025/03/22 15:00:00,1950,240
OCT,NZJ,NFGT,0101,N,2025/06/29 18:00:00,3300,500
EAT,KC2,NIST,0174,S,2025/08/28 01:00:00,2100,200
WAT,PS3,OTIT,0067,E,2025/01/02 18:00:00,8200,700
EAT,JSM,DIAT,0350,S,2025/09/27 09:00:00,1000,100
EAT,JSM,BSKT,0005,N,2025/07/05 21:00:00,1000,100
EAT,JSM,APRT,0278,N,2025/09/27 21:00:00,1000,100
NET,FP2,CNCT,0142,W,2025/11/27 21:00:00,9700,700
TPT,PS3,CCQT,0032,W,2025/08/10 03:00:00,7350,700
TPT,PS3,NVTT,0090,E,2025/05/12 17:00:00,5400,350
TPT,PS3,SEFT,0096,W,2025/05/04 03:00:00,8200,700
TPT,PS3,OMFT,0079,W,2025/03/30 05:00:00,8200,700
NET,FP2,SPDT,0435,W,2025/04/12 14:00:00,9700,700
EAT,JID,LOVT,0033,N,2025/08/02 18:00:00,2800,12
EAT,JV2,ARGT,0261,S,2025/07/23 15:00:00,2000,250
TPT,FP1,HUET,0097,E,2025/05/29 12:00:00,8200,800
EAT,JVH,SWRT,0113,N,2025/07/20 20:00:00,1300,195
EAT,JVH,MART,0046,S,2025/07/28 03:30:00,1300,195
FET,SAS,MXPT,0090,W,2025/07/03 12:00:00,3800,430
TPT,MS2,FROT,0008,E,2025/04/10 10:00:00,13500,1300
TPT,FP2,SPDT,0002,E,2025/05/17 15:00:00,9600,1000
TPT,MS2,FANT,0005,W,2025/03/16 08:00:00,13500,1300
TPT,PN1,OMGT,0098,W,2025/08/07 17:00:00,6200,500
TPT,PN1,ODGT,0078,E,2025/10/23 05:00:00,5900,350
EAT,PHX,DIAT,0343,N,2025/03/17 21:00:00,2050,318
EAT,CTP,XLHT,0039,S,2025/11/14 21:00:00,2000,200
EAT,CTP,TUNT,0011,N,2025/07/27 07:00:00,2000,200
EAT,CTP,TUNT,0012,S,2025/09/05 21:00:00,2000,200
EAT,JID,DIYT,0253,S,2025/08/02 05:00:00,1000,100
WAT,SIG,R2JT,0011,E,2025/04/02 05:30:00,1000,100
WAT,TIP,GWBT,0038,W,2025/04/29 01:00:00,4200,420
FET,EA3,LTST,0535,E,2025/09/25 04:00:00,3333,300
FET,EA3,LTST,0535,W,2025/08/31 10:00:00,3333,300
EAT,PHX,JJST,0021,S,2025/07/11 03:00:00,1900,300
EAT,JID,DIYT,0254,N,2025/09/20 18:00:00,1000,100
EAT,PHX,TDNT,0022,S,2025/04/25 03:00:00,1900,300
FWT,SW2,SZFT,0006,E,2025/08/16 14:00:00,2400,300
FWT,WA1,NCYT,0010,W,2025/08/03 20:00:00,2800,120
FET,EA3,LTST,0522,E,2025/06/26 04:00:00,3333,300
WAT,CCX,RJ1T,0003,E,2025/06/06 07:00:00,2850,300
TPT,EC2,ONPT,0019,W,2025/06/26 19:00:00,12200,800
EAT,KCS,RCMT,0081,S,2025/04/05 11:00:00,2000,99
TPT,PS3,OXMT,0073,W,2025/04/13 05:00:00,8200,700
EAT,KCS,RCMT,0082,N,2025/05/14 11:00:00,2000,99
LET,SX2,MXQT,0096,W,2025/04/24 16:00:00,400,50
LET,SX2,NFGT,0101,W,2025/05/29 16:00:00,400,50
FET,EA3,LTST,0522,W,2025/06/01 10:00:00,3333,300
NET,IOX,DINT,0009,W,2025/08/25 19:00:00,6000,600
NET,FP1,OCNT,0075,E,2025/11/13 12:00:00,8200,800
LET,SX1,SHET,2537,W,2025/09/12 02:00:00,9150,1400
MET,MS2,CRET,0033,W,2025/12/22 04:00:00,13500,1300
TPT,FP2,SSPT,0502,W,2025/03/30 18:00:00,9700,700
TPT,FP2,NMOT,0015,W,2025/04/17 21:00:00,9600,1000
NET,IOX,ORFT,0008,W,2026/01/05 19:00:00,6000,600
LET,SX2,DNCT,0103,E,2025/05/14 11:00:00,400,50
EAT,JVH,SWDT,0003,N,2025/05/25 20:00:00,1300,195
LET,CX1,CYCT,0528,S,2025/07/10 07:00:00,1800,200
EAT,JVH,SWDT,0005,S,2025/06/30 03:30:00,1300,195
EAT,JSM,BSKT,0009,S,2025/10/18 09:00:00,1000,100
EAT,JSM,APRT,0280,S,2025/11/08 09:00:00,1000,100
EAT,JVH,SWRT,0118,N,2025/11/02 20:00:00,1300,195
EAT,JVH,QPRT,0221,N,2025/10/19 20:00:00,1300,195
EAT,JVH,SWRT,0117,N,2025/10/12 20:00:00,1300,195
EAT,JV2,YPLT,1026,N,2025/11/08 21:00:00,2000,250
EAT,JID,BFGT,0004,S,2025/07/06 12:00:00,1000,100
EAT,SMM,FLNT,0945,N,2025/07/03 17:00:00,900,135
EFT,SRX,ORYT,0253,N,2025/09/17 05:00:00,5600,1176
EAT,JID,NGOT,0023,N,2025/11/08 18:00:00,1000,100
EAT,JK1,CNFT,0237,E,2025/10/22 13:00:00,900,90
EAT,JK1,CNFT,0235,E,2025/10/08 13:00:00,900,90
OCT,AU1,CNOT,0543,S,2025/10/23 01:00:00,7200,700
EAT,JK1,CNFT,0241,E,2025/11/19 13:00:00,900,90
EAT,JK1,CNFT,0236,W,2025/10/18 07:00:00,900,90
EAT,JVH,SWDT,0010,S,2025/10/13 03:30:00,1300,195
EAT,JSM,APRT,0281,S,2025/12/06 09:00:00,1000,100
EAT,JSM,DIAT,0351,N,2025/11/08 21:00:00,1000,100
EAT,CTP,CBDT,0278,S,2025/10/24 21:00:00,2000,200
TPT,PS3,CETT,0095,W,2025/10/05 03:00:00,7200,630
EAT,JK2,ICLT,0183,W,2025/10/22 08:00:00,25,10
WAT,TIP,BFHT,0003,E,2025/09/08 17:00:00,4200,420
EAT,JPH,SZET,2147,S,2025/11/22 15:00:00,1900,200
EAT,JPH,SZET,2146,S,2025/11/01 15:00:00,1900,200
EAT,KCS,RCMT,0085,N,2025/08/13 11:00:00,2000,99
EAT,KCS,RCMT,0086,S,2025/08/30 11:00:00,2000,99
TPT,FP1,HMIT,0082,W,2025/07/23 14:00:00,8200,800
TPT,FP1,NOCT,0079,E,2025/07/17 12:00:00,8200,784
TPT,FP1,OOHT,0074,W,2025/07/16 14:00:00,8200,784
OCT,WAU,GRET,0532,S,2025/08/04 06:00:00,2750,300
IET,LEX,NOTT,0008,N,2025/11/03 07:00:00,2100,240
LUT,LUX,NDMT,0121,S,2025/09/24 17:00:00,3200,330
IET,AD1,MIOT,0059,W,2026/02/17 05:00:00,700,150
FWT,SW2,SZFT,0007,W,2025/10/03 06:00:00,2400,300
LET,SX2,R2JT,0016,W,2025/12/10 04:30:00,400,50
LET,SX2,R2JT,0016,E,2026/01/14 05:00:00,400,50
FWT,WA1,NCYT,0011,E,2025/12/03 10:00:00,2800,120
FWT,WA1,NCYT,0011,W,2025/10/26 20:00:00,2800,120
EAT,PH3,SEUT,0048,W,2025/10/24 09:00:00,860,100
EAT,PH3,SEUT,0050,E,2025/11/15 16:00:00,860,100
LWT,AX3,SPBT,0100,E,2025/08/30 04:00:00,8900,1000
EFT,SRX,OLUT,0254,S,2025/11/17 08:00:00,5600,1176
LET,CX1,CYCT,0545,S,2025/11/06 07:00:00,1800,200
LET,CX1,CYCT,0541,N,2025/10/14 14:00:00,1800,200
EAT,KCI,PGST,0012,S,2025/09/16 08:00:00,2100,260
LET,CX1,CYCT,0537,N,2025/09/16 14:00:00,1800,200
LET,SX1,SNPT,2540,E,2025/11/17 06:00:00,9150,1400
TAT,AT2,OTRT,0123,E,2026/05/30 07:00:00,5800,347
EAT,KC2,NIST,0176,S,2025/10/30 01:00:00,2100,200
IET,IBC,LAAT,0029,N,2025/11/25 14:00:00,1000,100
IET,IBC,LAAT,0012,S,2025/04/15 13:00:00,1000,100
IET,IBC,CPFT,0034,S,2025/09/08 15:00:00,1000,100
IET,IBC,NECT,0038,N,2025/08/05 14:00:00,1000,100
IET,IBC,NECT,0038,S,2025/08/11 15:00:00,1000,100
IET,IBC,LAAT,0031,S,2025/12/29 15:00:00,1000,100
TPT,PS3,CETT,0095,E,2025/08/28 21:00:00,7200,630
TPT,PS3,OART,0074,W,2025/11/30 03:00:00,8200,700
WAT,CCX,RJ1T,0005,E,2025/08/15 07:00:00,2850,300
TPT,FP1,HMIT,0083,E,2025/09/25 12:00:00,8200,800
LWT,AX3,OPKT,2536,W,2025/10/08 03:00:00,8900,1000
LWT,AX3,SSBT,2540,W,2025/11/05 03:00:00,8900,1000
NET,FE4,OTLT,0027,W,2026/01/16 20:00:00,18000,1100
TPT,FP1,OHHT,0094,W,2025/07/02 14:00:00,8200,800
TPT,PS7,ZRET,0514,W,2025/10/06 04:00:00,12000,800
TPT,PS7,ZRET,0514,E,2025/09/10 10:00:00,12000,800
WAT,AG3,RSCT,0248,E,2025/09/08 09:00:00,10000,1000
WAT,AG3,RSCT,0249,W,2025/09/30 06:00:00,10000,1000
NET,FE4,IGTT,0006,E,2025/10/01 06:00:00,21000,2160
OCT,AUE,PXET,0007,N,2025/11/02 20:30:00,4700,380
MET,MS2,OFFT,0005,W,2025/11/10 04:00:00,13500,1300
TPT,PS3,MEET,0102,W,2025/10/26 03:00:00,7200,630
TPT,MS2,FRNT,0008,W,2025/11/17 04:00:00,13500,1300
TPT,MS2,FROT,0009,E,2025/07/25 06:00:00,13500,1300
TPT,PN1,MQDT,0085,W,2025/08/14 17:00:00,5800,500
WAT,TE1,BHHT,0020,E,2025/12/13 09:00:00,2600,260
TPT,EC2,ONPT,0021,W,2025/12/25 11:00:00,12500,800
LWT,MAR,NLAT,0659,E,2025/11/25 04:00:00,2100,330
TPT,EC3,NCMT,0028,E,2025/08/09 05:00:00,12500,800
TPT,EC3,ODDT,0027,E,2025/06/28 05:00:00,12500,800
TPT,EC3,OAQT,0029,E,2025/08/02 05:00:00,12200,800
LWT,MAR,NLAT,0658,E,2025/10/28 04:00:00,2100,330
LWT,MAR,NLAT,0654,W,2025/07/22 11:00:00,2100,330
WAT,TIP,GWBT,0044,W,2025/12/09 01:00:00,4200,420
WAT,TIP,BFHT,0005,W,2025/06/10 01:00:00,4200,420
TPT,EC3,ONYT,0021,W,2025/07/27 04:30:00,12200,800
TPT,EC4,OCNT,0074,E,2025/09/22 19:00:00,7200,630
WAT,TIP,GWBT,0043,W,2025/11/04 01:00:00,4200,420
WAT,TIP,BFHT,0005,E,2025/06/22 13:00:00,4200,420
TPT,EC3,OMNT,0027,W,2025/10/26 09:00:00,12500,800
TPT,FP2,NMOT,0016,E,2025/07/19 15:00:00,9700,700
TPT,FP1,OEHT,0098,W,2026/01/07 14:00:00,8200,800
LWT,AX2,OCBT,2537,W,2025/10/21 15:00:00,8500,1000
TPT,EC1,MITT,0070,E,2025/08/16 05:00:00,10000,1000
TPT,EC1,SEYT,2506,E,2025/09/06 05:00:00,10000,1000
TPT,FP1,OHST,0062,E,2026/01/15 12:00:00,8200,800
TPT,EC1,SEYT,2507,E,2025/11/22 05:00:00,10000,1000
TPT,FP1,HMIT,0084,E,2026/02/12 12:00:00,8200,800
TPT,EXW,OMJT,0018,E,2025/06/05 08:00:00,,
TPT,EXW,BYBT,0210,W,2025/06/29 05:30:00,,
LWT,MAR,NJOT,0204,E,2026/01/13 04:00:00,2100,330
LET,SX2,NDDT,0094,W,2025/09/18 16:00:00,400,50
TPT,PS3,CIKT,0007,W,2025/07/20 03:00:00,7200,630
TPT,PS3,CIKT,0007,E,2025/06/23 17:00:00,7200,630
TPT,PS3,CIKT,0008,W,2025/10/12 03:00:00,7200,630
TPT,WIN,CDST,0023,E,2025/10/16 13:00:00,0,0
OCT,WAU,GRET,0545,N,2025/11/06 05:30:00,2750,300
TPT,EC3,MOBT,0031,E,2025/12/06 05:00:00,12500,800
TAT,AT2,BRNT,1018,W,2025/07/28 19:00:00,5800,347
TPT,WIN,OMFT,0082,E,2025/09/25 13:00:00,0,0
TPT,FP2,OTIT,0069,W,2025/07/12 14:00:00,9700,700
OCT,WAU,GRET,0548,N,2025/11/27 05:30:00,2750,300
OCT,WAU,GRET,0542,N,2025/10/16 05:30:00,2750,300
TPT,WIN,ORMT,0004,W,2025/01/24 13:30:00,1000,100
OCT,NZJ,NFMT,0136,N,2026/02/08 18:00:00,3300,500
TAT,AL5,NMTT,0087,W,2025/10/07 06:00:00,3800,330
TPT,WIN,OIST,0078,W,2025/07/18 13:30:00,,
TPT,WIN,DINT,0005,W,2025/03/28 13:30:00,0,0
TPT,AP1,SPDT,2434,W,2025/02/12 04:00:00,1000,100
TAT,AT2,MPFT,0247,W,2025/07/21 19:00:00,5800,347
TAT,AL5,NNBT,0090,E,2025/12/04 02:00:00,3800,330
NET,FP1,OHST,0060,W,2025/07/15 06:30:00,8200,800
EAT,CTP,CBDT,0274,S,2025/07/13 05:00:00,2000,200
OCT,AUN,AEIT,0541,N,2025/10/04 12:00:00,5400,400
NET,IOX,OGOT,0008,E,2025/09/18 19:30:00,6000,600
OCT,NZJ,BFGT,0006,N,2025/08/10 18:00:00,3300,500
OCT,NZJ,SNKT,0123,N,2025/07/13 18:00:00,3300,500
NET,TSX,PPPT,0064,N,2025/09/05 13:00:00,1000,100
NET,TSX,PPPT,0038,S,2025/02/11 06:00:00,,
NET,TSX,PPPT,0040,N,2025/02/28 13:00:00,,
NET,TSX,PPPT,0063,S,2025/08/26 06:00:00,1000,100
NET,TSX,PPPT,0075,N,2025/11/28 13:00:00,1000,100
NET,TSX,PPPT,0036,S,2025/01/28 06:00:00,,
LWT,AX4,NLVT,0003,E,2025/01/10 17:00:00,,
NET,TSX,PPPT,0039,S,2025/02/18 06:00:00,,
NET,TSX,PPPT,0046,N,2025/04/18 13:00:00,1000,100
TPT,AHX,ASDT,0064,E,2025/10/28 00:00:00,860,86
TAT,EMA,KGST,0017,E,2025/12/05 10:30:00,2850,300
TPT,AHX,ASDT,0062,W,2025/08/21 05:00:00,860,86
TPT,AHX,NBDT,0999,W,2025/12/11 05:00:00,860,86
TPT,AHX,ASDT,0063,W,2025/10/02 05:00:00,860,86
TPT,AHX,NBDT,0997,W,2025/09/18 05:00:00,860,86
OCT,AUE,WHOT,0043,N,2025/11/10 20:30:00,4700,380
NET,IOX,ORFT,0006,E,2025/08/21 19:30:00,6000,600
NET,IOX,OGOT,0009,W,2025/11/10 19:00:00,6000,600
IET,ILX,TOOT,0043,S,2025/11/17 04:00:00,700,135
IET,ILX,TOOT,0042,S,2025/12/01 04:00:00,700,135
IET,ILX,TOOT,0041,N,2025/11/24 06:00:00,700,135
EAT,JID,DIYT,0256,N,2025/11/15 18:00:00,1000,100
IET,BBX,SDBT,0057,S,2025/10/07 02:00:00,950,200
IET,BBX,LAAT,0017,S,2025/07/16 04:00:00,950,200
EAT,JK2,ICLT,0189,W,2025/12/03 08:00:00,25,10
EAT,JK2,ICLT,0189,E,2025/12/02 02:00:00,25,10
EAT,JPH,SZET,2148,N,2025/12/25 21:00:00,1900,200
FWT,AIM,AHHT,2543,E,2025/11/28 06:00:00,2850,225
EAT,JT1,XLHT,2520,S,2025/12/10 22:00:00,2200,200
FET,SAC,BYBT,0211,W,2025/07/26 10:00:00,3300,300
FWT,AIM,SIAT,2537,E,2025/12/26 06:00:00,2850,225
FWT,AIM,SIAT,2537,W,2025/11/21 05:00:00,2850,225
WAT,CIP,OMJT,0020,W,2025/08/04 09:00:00,5000,400
FWT,AIM,AXBT,2552,W,2025/12/26 05:00:00,2850,225
TPT,PN3,ONMT,0077,E,2025/07/04 08:00:00,9700,350
TPT,PS5,NCNT,0105,E,2025/09/01 09:00:00,3700,330
FET,SAC,NFUT,1026,E,2026/02/01 04:00:00,3800,480
EAT,CTP,LRLT,0004,S,2025/10/31 21:00:00,2000,200
EAT,PHX,LSPT,0010,S,2025/09/26 03:00:00,1900,300
EAT,PHX,FLNT,0943,N,2025/06/20 14:00:00,1900,300
EAT,PH3,SEUT,0052,W,2025/12/19 09:00:00,860,100
IET,BBX,SDBT,0059,N,2025/10/17 14:00:00,950,200
IET,BBX,SDBT,0059,S,2025/10/21 02:00:00,950,200
EAT,IAE,FLNT,0936,S,2025/04/21 01:00:00,1800,200
EAT,SMM,FLNT,0957,S,2025/11/18 02:30:00,900,135
NET,FP2,YDET,0042,W,2026/05/28 21:00:00,9700,700
EAT,SMM,FLNT,0961,N,2025/12/25 17:00:00,900,135
TPT,EC3,OMNT,0028,E,2025/12/27 05:00:00,12500,800
TPT,EC1,HLLT,0228,E,2025/12/20 05:00:00,8200,800
TPT,EC1,SEYT,0505,W,2025/07/27 17:30:00,8900,800
FET,SAC,BYBT,0214,W,2026/02/17 03:00:00,3300,300
EAT,SMM,FLNT,0959,S,2025/12/09 02:30:00,900,135
TPT,EC1,HLLT,0227,E,2025/10/04 05:00:00,8200,800
TPT,EC1,SEYT,0506,W,2025/10/19 17:30:00,10000,1000
EAT,JT1,NEOT,0049,N,2026/05/24 12:00:00,2200,200
EAT,JT1,OTTT,0528,N,2026/05/10 12:00:00,2050,350
EAT,JT1,OTTT,0527,S,2026/04/08 22:00:00,2050,350
EAT,JK1,CNFT,0245,W,2025/12/20 07:00:00,900,90
EAT,JK1,CNFT,0244,E,2025/12/10 13:00:00,900,90
EAT,JK1,CNFT,0244,W,2025/12/13 07:00:00,900,90
EAT,JV2,YPLT,1028,S,2025/12/10 15:00:00,2000,250
EAT,JV2,JJST,0027,N,2025/11/01 21:00:00,2000,250
EAT,JSM,DIAT,0353,N,2026/01/10 21:00:00,1000,100
EAT,JVH,SWDT,0013,S,2025/12/15 03:30:00,1300,195
EAT,CIM,TSCT,0041,N,2025/11/02 22:00:00,1800,240
EAT,CIM,TSCT,0039,S,2025/09/13 23:00:00,1800,240
LET,CX1,CYCT,0550,N,2025/12/16 14:00:00,1800,200
LET,CX1,GMET,0536,N,2025/09/09 14:00:00,1800,200
NET,FE4,IUMT,0029,E,2025/12/31 06:00:00,18300,1000
NET,FE4,IUMT,0028,W,2025/07/11 20:00:00,19300,1500
NET,FE4,OIGT,0028,W,2025/12/26 20:00:00,18300,1000
OCT,AUN,WAHT,0552,S,2025/12/26 08:00:00,5400,400
OCT,AUN,AEIT,0551,S,2025/12/19 08:00:00,5400,400
TAT,AT4,OMVT,0080,E,2026/02/03 06:00:00,5700,500
TPT,FP1,OURT,0101,E,2025/05/17 05:00:00,8200,800
TPT,PS5,NCNT,0106,W,2025/10/31 23:00:00,5750,350
NET,FP1,OURT,0103,E,2026/01/08 12:00:00,8200,800
LUT,LUX,NDIT,0021,N,2026/01/08 09:00:00,3200,330
NET,FP2,NMOT,0017,W,2026/02/26 21:00:00,9600,1000
WAT,TIP,CQAT,0004,W,2025/08/12 01:00:00,4000,420
WAT,BA2,LSPT,0104,S,2025/10/29 07:00:00,1000,100
WAT,BA2,LSPT,0104,N,2025/10/24 07:00:00,1000,100
FET,SAS,MXPT,0090,E,2025/07/30 12:00:00,3800,430
WAT,TIP,CQAT,0007,W,2025/11/25 01:00:00,4000,420
LWT,AX2,SBFT,2549,E,2025/12/06 12:00:00,8500,100
TPT,FP2,YDJT,0047,W,2026/01/08 21:00:00,9700,700
WAT,TIP,CQAT,0005,E,2025/09/28 13:00:00,4000,420
WAT,TIP,GWBT,0042,E,2025/10/13 13:00:00,4200,420
OCT,WAU,GRET,0541,S,2025/10/06 00:00:00,2750,300
TPT,PS3,CIKT,0010,E,2025/10/02 00:00:00,7200,630
OCT,AU1,CNOT,0601,N,2025/12/30 03:00:00,7200,700
TPT,PS7,PTRT,0003,E,2025/12/31 10:00:00,12000,800
TPT,FP1,OHNT,0098,E,2025/06/12 12:00:00,8200,800
TPT,EC2,HYZT,0042,W,2025/08/28 19:00:00,12200,800
TPT,EC2,HYZT,0043,W,2025/11/21 11:00:00,9100,750
FET,SAC,BMRT,0129,E,2025/10/05 04:00:00,3800,99
LWT,AX1,OERT,2546,W,2025/12/10 17:00:00,8500,1000
LWT,AX1,OERT,2534,E,2025/08/26 07:00:00,8500,1000
TPT,EC3,OMNT,0028,W,2026/02/15 09:00:00,12500,800
WAT,CIP,OMJT,0023,W,2026/01/09 13:30:00,5000,400
LWT,AX3,OPKT,2550,E,2025/12/13 04:00:00,8900,1000
TPT,FP1,NOCT,0078,W,2025/05/07 14:00:00,8200,784
IET,LEX,IKET,0001,N,2025/02/28 12:00:00,2100,240
IET,IRX,XPBT,2520,E,2025/05/13 07:00:00,1000,100
IET,LEX,IKET,0008,N,2025/12/08 07:00:00,1900,240
IET,AD1,MIOT,0039,W,2025/02/02 20:00:00,700,150
IET,AD1,TOOT,0018,E,2025/01/29 17:00:00,700,135
IET,LEX,EDWT,0093,S,2025/02/01 15:00:00,2100,240
IET,AD1,MOMT,0004,E,2025/03/05 17:00:00,700,200
TPT,FP1,NVST,0081,W,2025/11/05 14:00:00,8200,800
IET,AD2,PBET,0106,E,2026/01/13 01:00:00,1350,150
IET,AD2,PBET,0098,E,2025/06/10 01:00:00,1350,150
IET,IRX,XPBT,2524,E,2025/06/03 07:00:00,1000,100
IET,LEX,IKET,0008,S,2025/11/19 03:00:00,1900,240
LET,SX1,SHET,2525,W,2025/06/17 02:00:00,9150,1400
IET,AD1,MIOT,0047,E,2025/07/09 17:00:00,700,150
IET,AD1,MIOT,0048,W,2025/07/29 13:00:00,700,150
IET,AD1,MIOT,0059,E,2026/02/04 17:00:00,700,150
IET,LEX,EDWT,0093,N,2025/02/16 05:00:00,2100,240
IET,LEX,NOTT,0006,S,2025/07/30 03:00:00,2100,240
IET,LEX,NOTT,0003,S,2025/03/26 14:00:00,2100,240
IET,IRX,XPBT,2543,E,2025/10/21 07:00:00,1000,100
IET,IRX,XPBT,0983,E,2025/02/18 07:00:00,1000,100
IET,LEX,IKET,0005,N,2025/08/11 07:00:00,1900,240
IET,BT1,MOMT,0019,N,2025/10/08 01:00:00,1400,0
IET,BT1,MOMT,0016,S,2025/09/20 13:00:00,1400,0
TPT,EC3,ZELT,0019,E,2025/09/27 05:00:00,12500,800
IET,BT1,IGGT,0059,N,2025/08/24 13:00:00,1400,0
IET,BT1,MOMT,0023,N,2025/11/05 01:00:00,1400,0
IET,BT1,MOMT,0028,S,2025/12/13 13:00:00,1400,0
IET,IRX,XPBT,2518,E,2025/04/29 07:00:00,1000,100
WAT,TE1,BHHT,0021,E,2026/01/03 09:00:00,2600,260
TAT,AT4,OMVT,0078,E,2025/10/14 02:30:00,5700,500
IET,BT1,MOMT,0030,S,2025/12/27 13:00:00,1400,0
IET,IRX,XPBT,2519,W,2025/05/08 07:30:00,1000,100
OCT,AUN,WAHT,0544,S,2025/10/31 08:00:00,5400,400
LWT,FLX,MEQT,0010,N,2025/03/20 13:00:00,0,0
LWT,FLX,MEQT,0011,S,2025/04/05 22:00:00,1000,100
TAT,AT2,OTRT,0116,E,2025/09/06 07:00:00,5800,347
TAT,AT2,ARUT,0231,W,2025/09/22 19:00:00,5800,347
TAT,AT2,BRNT,0023,W,2026/01/12 19:00:00,5800,347
LWT,FLX,PSHT,0008,S,2025/05/10 22:00:00,1000,100
LWT,FLX,PSHT,0012,N,2025/11/20 13:00:00,1000,100
LWT,FLX,PSHT,0011,S,2025/09/13 22:00:00,1000,100
LWT,FLX,MEQT,0011,N,2025/05/01 13:00:00,1000,100
EAT,JPH,NDLT,0166,S,2025/10/25 15:00:00,2000,200
EAT,JPH,NDLT,0167,S,2025/11/15 15:00:00,2000,200
EAT,JV2,NCAT,0530,N,2025/10/11 21:00:00,2000,250
EAT,JV2,NCAT,0529,N,2025/09/20 21:00:00,2000,250
EAT,JV2,NCAT,0534,S,2025/12/24 15:00:00,2000,250
LET,CX1,GMET,0545,N,2025/11/11 14:00:00,1800,200
LET,CX1,GMET,0541,N,2025/10/14 14:00:00,1800,200
